"source_type","language","author","title","abstract","keywords","url","year","publisher","date_generated","source","volume","issue","start_page","end_page","doi","issn","accession_zr","place_published","m3","pi","zz","cp","edition","a1","filename","n_duplicates","citation","screened_titles","notes"
"JOUR",NA,"Krause, Benjamin and Culmsee, Heike and Wesche, Karsten and Leuschner, Christoph","Historical and recent fragmentation of temperate floodplain grasslands: Do patch size and distance affect the richness of characteristic wet meadow plant species?","Patch size and isolation are thought to have a large influence on the extinction risk of specialist plant species in grassland fragments in the modern agricultural landscape. We combined a re-sampling study in semi-permanent floodplain grassland plots with a GIS-based analysis of historical (1950s/1960s) and recent landscape patterns. Based on historical and recent vegetation maps and relev,s from six study areas (plus a protected reference area) covering 50-60 years of vegetation change following agricultural intensification, we aimed at analysing the importance of fragmentation on the diversity of potentially sensitive specialist species of wet floodplain meadows in northern Germany. On the plot scale, we found 30-66 % reductions in species richness of these characteristic wet meadow plant species over time and an associated increase in the fragmentation of grassland habitats. Distance to the nearest suitable habitat had a modest negative effect on modern plot-scale richness, while the other tested landscape metrics (total meadow area, mean patch size and landscape proximity index distribution) had no significant influence. There was also no evidence for a legacy of historical landscape structure on current richness of specialist species. Instead, management intensity and its change over the past decades, as indicated by altered Ellenberg indicator values for nutrients and moisture, had a strong influence on plot-scale diversity. The results suggest that fragmentation is not the proximate cause of impoverishment and point to habitat deterioration as a main driver. We conclude that conservation measures in Central-European floodplain meadows should not only focus on large continuous grassland areas, but should also consider small meadow patches if they remained species-rich.",NA,NA,"2015","SPRINGER","2015 SEP","FOLIA GEOBOTANICA","50","3","253","266","10.1007/s12224-015-9220-1","1211-9520 and 1874-9348","WOS:000361881100007","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Article","DORDRECHT",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Krause, Benjamin et al. (2015) Historical and Recent Fragmentation of Temperate Floodplain Grasslands: Do Patch Size and Distance Affect the Richness of Characteristic Wet Meadow Plant Species? <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Pandit, Shubha N. and Maitland, Bryan M. and Pandit, Laxmi K. and Poesch, Mark S. and Enders, Eva C.","Climate change change risks, extinction debt, and conservation implications for a threatened freshwater fish: Carmine shiner (Notropis percobromus)","Climate change is affecting many freshwater species, particularly fishes. Predictions of future climate change suggest large and deleterious effects on species with narrow dispersal abilities due to limited hydrological connectivity. In turn, this creates the potential for population isolation in thermally unsuitable habitats, leading to physiological stress, species declines or possible extirpation. The current extent of many freshwater fish species' spatio-temporal distribution patterns and their sensitivity to thermal impacts from climate change critical information for conservation planning are often unknown. Carmine shiner (Notropis percobromus) is an ecologically important species listed as threatened or imperilled nationally (Canada) and regionally (South Dakota, United States) due to its restricted range and sensitivity to water quality and temperature. This research aimed to determine the current distribution and spatio-temporal variability in projected suitable habitat for Carmine shiner using niche-based modeling approaches (MaxEnt, BIOCLIM, and DOMAIN models). Statistically down scaled, bias-corrected Global Circulation Models (GCMs) data was used to model the distribution of Carmine shiner in central North America for the period of 2041-2060 (2050s). Maximum mean July temperature and temperature variability were the main factors in determining Carmine shiner distribution. Patterns of projected habitat change by the 2050s suggest the spatial extent of the current distribution of Carmine shiner would shift north, with >50% of the current distribution changing with future projections based on two Representative Concentrations Pathways for CO2 emissions. Whereas the southern extent of the distribution would become unsuitable for Carmine shiner, suitable habitats are predicted to become available further north, if accessible. Importantly, the majority of habitat gains for Carmine shiner would be in areas currently inaccessible due to dispersal limitations, suggesting current populations may face an extinction debt within the next half century. These results provide evidence that Carmine shiner may be highly vulnerable to a warming climate and suggest that management actions - such as assisted migration - may be needed to mitigate impacts from climate change and ensure the long-term persistence of the species. (C) 2017 Elsevier B.V. All rights reserved.",NA,NA,"2017","ELSEVIER","2017 NOV 15","SCIENCE OF THE TOTAL ENVIRONMENT","598",NA,"1","11","10.1016/j.scitotenv.2017.03.228","0048-9697 and 1879-1026","WOS:000404504000001","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Article","AMSTERDAM",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Pandit, Shubha N. et al. (2017) Climate Change Change Risks, Extinction Debt, and Conservation Implications for a Threatened Freshwater Fish: Carmine Shiner (Notropis Percobromus) <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Junninen, Kaisa and Kouki, Jari and Renvall, Pertti","Restoration of natural legacies of fire in European boreal forests: an experimental approach to the effects on wood-decaying fungi","Effective fire suspension in Fennoscandian boreal forests has caused a number of species to become threatened. To compensate for the negative ecological impacts of fire elimination, prescribed burning of forests as a restoration method has been introduced recently. We studied the effects of controlled burning on assemblages of wood-decaying polypores (Basidiomycota), including red-listed species, in a large-scale field experiment in Finland. A total of 24 forest sites were included in the factorial study design with two factors: logging and burning. The presence of polypore fruiting bodies was documented 1 year before the treatments, and 1 and 4 years after the treatments. Over 11 000 observations of 104 species of polypores were made. Change in the fungal species composition due to logging and burning was clear after 4 years. At the species level, the responses to logging and fire varied depending on the species. Treatments increased fruiting of pioneer decayers; however, most red-listed species seemed to suffer. Thus, prescribed burning does not offer immediate benefits for most red-listed species. In unlogged forests, the restorative effects of fire are likely to be seen later as the death and decay processes of trees continue and provide more resources for polypores.",NA,NA,"2008","CANADIAN SCIENCE PUBLISHING","2008 FEB","CANADIAN JOURNAL OF FOREST RESEARCH","38","2","202","215","10.1139/X07-145","0045-5067 and 1208-6037","WOS:000253774000004","65 AURIGA DR, SUITE 203, OTTAWA, ON K2E 7W6, CANADA","Article","OTTAWA",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Junninen, Kaisa et al. (2008) Restoration of Natural Legacies of Fire in European Boreal Forests: An Experimental Approach to the Effects on Wood-Decaying Fungi. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Hyvarinen, Esko and Kouki, Jari and Martikninen, Petri","Fire and green-tree retention in conservation of red-listed and rare deadwood-dependent beetles in Finnish boreal forests","Habitat loss, fragmentation, and declining habitat quality have created an extinction debt in boreal forests, which could be partly reversed by deliberately improving the habitat quality in managed areas outside reserves. Me studied the effects of green-tree retention and controlled burning on red-listed and rare, deadwood-dependent (saproxylic) beetles in a large-scale field experiment in eastern Finland. Our factorial study design included 24 sites dominated by Scots pine (Pinus sylvestris L.) and with three levels of green-tree retention (0, 10, and 50 m(3)/ha) and uncut controls. Twelve of the 24 sites were burned in 2001. We sampled beetles with 10 flight-intercept traps on each site during the years 2000-2002 (i.e., 1 pretreatment and 2 post-treatment years). A total sample of 153,449 individuals representing 1, 160 beetle species yielded 2,10 7 specimens of 84 red-listed or rare saproxylic species, The richness of these species was higher on the burned than on the unburned sites, and higher levels of green-tree retention promoted species richness, but there were clear differences between the years. The richness of red-listed and rare saproxylic species increased in the first post-treatment year evidently due to the treatments, continued to increase on the burned sites in the second post-treatment year but decreased on the unburned sites. Our results showed that the living conditions of many red-listed and rare saproxylic species could be improved significantly with rather simple alterations to forest management methods. Controlled burning with high levels of green-tree retention creates resources for many saproxylic species, but increasing the levels of green-tree retention in unburned areas can also be beneficial.",NA,NA,"2006","Blackwell Publishing","2006 DEC","Conservation Biology","20","6","1710","1719","10.1111/j.1523-1739.2006.00511.x","0888-8892 and 1523-1739","WOS:000242724500021","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Journal article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Hyvarinen, Esko et al. (2006) Fire and Green-Tree Retention in Conservation of Red-Listed and Rare Deadwood-Dependent Beetles in Finnish Boreal Forests. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Kotiaho, Janne S. and Monkkonen, Mikko","From a crisis discipline towards prognostic conservation practise: an argument for setting aside degraded habitats",NA,NA,NA,"2017","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","2017 APR","ANNALES ZOOLOGICI FENNICI","54","1-4","27","37","10.5735/086.054.0105","0003-455X and 1797-2450","WOS:000401779600005","P O BOX 26, FI-00014 UNIV HELSINKI, FINLAND","Editorial Material","UNIV HELSINKI",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Kotiaho, Janne S. et al. (2017) From a Crisis Discipline Towards Prognostic Conservation Practise: An Argument for Setting Aside Degraded Habitats. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Uroy, Lea and Alignier, Audrey and Mony, Cendrine and Foltete, Jean-Christophe and Ernoult, Aude","How to assess the temporal dynamics of landscape connectivity in ever-changing landscapes: a literature review","Context Landscape connectivity plays a key role in determining the persistence of species inhabiting fragmented habitat patches. In dynamic landscapes, most studies measure connectivity at multiple time steps, but pay less attention to explicitly quantifying its temporal dynamics to gain insights into its role in biodiversity patterns, thereby enabling more effective operational outcomes. Objectives This article aimed at making an overview of the existing methods for the assessment of the temporal dynamics of connectivity. By analysing their differences and possible applications, we aimed to highlight knowledge gap and future research directions. Methods We conducted a systematic review of literature dealing with the assessment of the temporal dynamics of connectivity and obtained 32 studies. Results We presented two main approaches based on graph theory and compared them from conceptual and operational perspectives. The first widely used approach, accounting only for the spatial dispersal of organisms, quantifies temporal changes in spatial connectivity. Based on two or multiple time steps in the time series, this approach enables assessment of the sense and magnitude of the temporal changes in spatial connectivity. The second recently developed approach quantifies spatio-temporal connectivity, thus accounting for both spatial and temporal dispersal. So far, this holistic assessment of spatio-temporal connectivity only covers two time steps. Conclusion Existing methods for the assessment of the temporal dynamics of connectivity provide indicators to advance our understanding of biodiversity patterns, and to be able to implement measures to conserve and restore connectivity. We propose future directions to develop these methods.",NA,NA,"2021","SPRINGER","2021 SEP","LANDSCAPE ECOLOGY","36","9","2487","2504","10.1007/s10980-021-01277-9","0921-2973 and 1572-9761","WOS:000661342400001","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Review","DORDRECHT",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Uroy, Lea et al. (2021) How to Assess the Temporal Dynamics of Landscape Connectivity in Ever-Changing Landscapes: a Literature Review. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Brejao, Gabriel L. and Hoeinghaus, David J. and Perez-Mayorga, Maria Angelica and Ferraz, Silvio F. B. and Casatti, Lilian","Threshold responses of Amazonian stream fishes to timing and extent of deforestation","Deforestation is a primary driver of biodiversity change through habitat loss and fragmentation. Stream biodiversity may not respond to deforestation in a simple linear relationship. Rather, threshold responses to extent and timing of deforestation may occur. Identification of critical deforestation thresholds is needed for effective conservation and management. We tested for threshold responses of fish species and functional groups to degree of watershed and riparian zone deforestation and time since impact in 75 streams in the western Brazilian Amazon. We used remote sensing to assess deforestation from 1984 to 2011. Fish assemblages were sampled with seines and dip nets in a standardized manner. Fish species (n = 84) were classified into 20 functional groups based on ecomorphological traits associated with habitat use, feeding, and locomotion. Threshold responses were quantified using threshold indicator taxa analysis. Negative threshold responses to deforestation were common and consistently occurred at very low levels of deforestation (<20%) and soon after impact (<10 years). Sensitive species were functionally unique and associated with complex habitats and structures of allochthonous origin found in forested watersheds. Positive threshold responses of species were less common and generally occurred at >70% deforestation and >10 years after impact. Findings were similar at the community level for both taxonomic and functional analyses. Because most negative threshold responses occurred at low levels of deforestation and soon after impact, even minimal change is expected to negatively affect biodiversity. Delayed positive threshold responses to extreme deforestation by a few species do not offset the loss of sensitive taxa and likely contribute to biotic homogenization.",NA,NA,"2018","WILEY","2018 AUG","CONSERVATION BIOLOGY","32","4","860","871","10.1111/cobi.13061","0888-8892 and 1523-1739","WOS:000438200100012","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Brejao, Gabriel L. et al. (2018) Threshold Responses of Amazonian Stream Fishes to Timing and Extent of Deforestation. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Larsen, Torben B.","Forest butterflies in West Africa have resisted extinction ... so far (Lepidoptera : Papilionoidea and Hesperioidea)","An extended study of the 972 forest butterflies (Lepidoptera: Papilionoidea and Hesperioidea) in Africa west of the Dahomey Gap, covering the period 1990-2006, showed that 97% of all species ever recorded from the area were still present in one or more of the remaining forests within the region. This is despite the fact that during the past 150 or so years the forests have shrunk to 13% or less of their original extent, very little of which in pristine condition. The 34 species not recorded during the study period mainly belong to genera and species-groups that are rare, local, or difficult of access-species that any collector would be lucky to find once in a lifetime. A few may actually be ""phantom species"" or mislabelled butterflies from other parts of Africa. Effectively it seems that no butterfly has yet gone regionally extinct in West Africa. Two-thirds of the 34 species not recorded between 1990 and 2006 were found elsewhere in Africa. This should be a source of pride and encouragement for all concerned with nature conservation in the region. The long-term survival of fauna and flora is wholly dependent on the continued existence of sufficient broadleaf forest in reasonable condition. It is possible that accumulated ""extinction debt"" will still lead to loss of species, a process that should be closely monitored. The remaining area of forest of high quality is small, fragile and now contained almost exclusively within the formal protected areas systems: its continued conservation is vital. Many challenges still exist and much hard work remains to consolidate the conservation of West African biodiversity.",NA,NA,"2008","SPRINGER","2008 NOV","BIODIVERSITY AND CONSERVATION","17","12","2833","2847","10.1007/s10531-008-9399-z","0960-3115","WOS:000259815500003","VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS","Article","DORDRECHT",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Larsen, Torben B. (2008) Forest Butterflies in West Africa Have Resisted Extinction ... so Far (Lepidoptera : Papilionoidea and Hesperioidea) <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Lundquist, J. E.","The landscape legacy of dwarf mistletoe in lodgepole pine forests in Wyoming",NA,NA,NA,"2006","AMER PHYTOPATHOLOGICAL SOC","2006 JUN","PHYTOPATHOLOGY","96","6","S145","S145",NA,"0031-949X","WOS:000202991501276","3340 PILOT KNOB ROAD, ST PAUL, MN 55121 USA","Meeting Abstract","ST PAUL",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Lundquist, J. E. (2006) The Landscape Legacy of Dwarf Mistletoe in Lodgepole Pine Forests in Wyoming. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Kotiaho, Janne S.","On effective biodiversity conservation, sustainability of bioeconomy, and honesty of the Finnish forest policy",NA,NA,NA,"2017","FINNISH ZOOLOGICAL BOTANICAL PUBLISHING BOARD","2017 APR","ANNALES ZOOLOGICI FENNICI","54","1-4","13","25","10.5735/086.054.0104","0003-455X and 1797-2450","WOS:000401779600004","P O BOX 26, FI-00014 UNIV HELSINKI, FINLAND","Editorial Material","UNIV HELSINKI",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Kotiaho, Janne S. (2017) On Effective Biodiversity Conservation, Sustainability of Bioeconomy, and Honesty of the Finnish Forest Policy. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Tikkanen, Olli-Pekka and Ruokolainen, Anna and Heikkila, Raimo","Recovery of boreal forest structures near abandoned villages in Western White Sea Karelia, Russia","Regeneration of natural forest structures and dead wood has a key role in the long-term maintenance of biodiversity in most parts of the boreal zone. In order to obtain benchmarks for practical dead wood management rapidly, we utilised unintended historical experiments in land use by studying the recovery of forests surrounding abandoned villages along 2.5-km transects in NW Russia. The signs of past human forest use declined as a function of distance from villages. We found that the closest forests were 130 yr old or younger and contained very few elements typical of natural forests. Forests at a distance of between 1 and 1.5 km were older than 150 yr but showed marks of selective cuttings and had a less complete continuum of dead wood than forests that were 2-2.5 km from the villages. The most remote stands, which were generally older than 200 yr, predominantly had no signs of past forest use and had the most diverse dead wood composition. Our study shows that full recovery of the dead wood continuum in middle boreal forests is a slow process and also that less intensive past forest use can have a significant effect on the dead wood continuum.",NA,NA,"2014","TAYLOR & FRANCIS AS","2014 FEB 17","SCANDINAVIAN JOURNAL OF FOREST RESEARCH","29","2","152","161","10.1080/02827581.2014.881543","0282-7581 and 1651-1891","WOS:000334041200006","KARL JOHANS GATE 5, NO-0154 OSLO, NORWAY","Article","OSLO",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Tikkanen, Olli-Pekka et al. (2014) Recovery of Boreal Forest Structures Near Abandoned Villages in Western White Sea Karelia, Russia. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Tuck, David P. and Miranker, Willard","Modeling the clonal heterogeneity of stem cells","Recent experimental studies suggest that tissue stem cell pools are composed of functionally diverse clones. Metapopulation models in ecology concentrate on collections of populations and their role in stabilizing coexistence and maintaining selected genetic or epigenetic variation. Such models are characterized by expansion and extinction of spatially distributed populations. We develop a mathematical framework derived from the multispecies metapopulation model of Tilman et al (1994) to study the dynamics of heterogeneous stem cell metapopulations. In addition to normal stem cells, the model can be applied to cancer cell populations and their response to treatment. In our model disturbances may lead to expansion or contraction of cells with distinct properties, reflecting proliferation, apoptosis, and clonal competition. We first present closed-form expressions for the basic model which defines clonal dynamics in the presence of exogenous global disturbances. We then extend the model to include disturbances which are periodic and which may affect clones differently. Within the model framework, we propose a method to devise an optimal strategy of treatments to regulate expansion, contraction, or mutual maintenance of cells with specific properties.",NA,NA,"2010","BIOMED CENTRAL LTD","2010 NOV 17","THEORETICAL BIOLOGY AND MEDICAL MODELLING","7",NA,NA,NA,"10.1186/1742-4682-7-44","1742-4682","WOS:000285092600001","236 GRAYS INN RD, FLOOR 6, LONDON WC1X 8HL, ENGLAND","Article","LONDON",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Tuck, David P. et al. (2010) Modeling the Clonal Heterogeneity of Stem Cells. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Kumsa, Lemessa and Hylander, Kristoffer and Gurmessa, Dessalegn and Nemomissa, Sileshi","Patch area and current coffee management determine woody plant diversity in patches of semi-forest coffee embedded in an agricultural matrix","Effective conservation of biodiversity in patches of (semi-) natural vegetation is dependent on an understanding of the influence of management as well as spatial and temporal factors. In southwestern Ethiopia coffee generally grown under a rather dense layer of indigenous trees (so called semi-forest coffee - SFC) often in patches embedded in an open agricultural landscape. The aim of the study was to disentangle what governs the variation in species richness of woody species among such patches. We collected data on species and possible explanatory factors in 40 x 40 m plots centered in 40 SFC patches, measured the patch area for 1987 and 2013, and the amount of surrounding SFC-area for each patch. We recorded the number of coffee stems and the level of disturbance caused by slashing of the understory vegetation. Species richness of large coffee shade trees (>20 cm in diameter) was higher in larger patches with even slightly better fit of the statistical models when the historical area was taken into account. However, most species of large trees also occurred as seedlings showing that there is still a potential to conserve these species in the patches. Coffee management negatively affected the richness and density of woody species, especially in the intermediate size class (1.6-20 cm diameter). Disturbances accompanying coffee management such as slashing of the ground vegetation also negatively affected tree seedling density as well as species richness. There was no effect of connectivity on species richness. Based on the combination of these results we conclude that small patches of semi-forest coffee had fewer species of large trees, not because of a lack of tree seedlings, but probably because of differentiated local extinctions, perhaps during the time when the species were intermediate sized. To maintain the species richness of large trees in semi-forest coffee patches, the sites need to be actively managed. (C) 2016 The Authors. Published by Elsevier B.V.",NA,NA,"2016","ELSEVIER","2016 OCT","GLOBAL ECOLOGY AND CONSERVATION","8",NA,"230","240","10.1016/j.gecco.2016.09.012","2351-9894","WOS:000413277200023","RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS","Article","AMSTERDAM",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Kumsa, Lemessa et al. (2016) Patch Area and Current Coffee Management Determine Woody Plant Diversity in Patches of Semi-Forest Coffee Embedded in an Agricultural Matrix. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Hanski, I and Ovaskainen, O","Extinction debt at extinction threshold","To allow for long-term metapopulation persistence, a network of habitat fragments must satisfy a certain condition in terms of number, size, and spatial configuration of the fragments. The influence of landscape structure on the threshold condition can be measured by a quantity called metapopulation capacity, which can be calculated for real fragmented landscapes. Habitat loss and fragmentation reduce the metapopulation capacity of a landscape and make it less likely that the threshold condition can be met. If the condition is not met, the metapopulation is expected to go extinct, but it takes some time following habitat loss before the extinction will occur, which generates an extinction debt in a community of species. We show that extinction debt is especially great in a community in which many species are close to their extinction threshold following habitat loss because the metapopulation-dynamic time delay is especially long in such species. A corollary is that landscapes that have recently experienced substantial habitat loss and fragmentation are expected to show a transient excess of rare species, which represents a previously overlooked signature of extinction debt. We consider a putative example of extinction debt on forest-inhabiting beetles in Finland. At present, the few remaining natural-like forests are distributed evenly throughout southern Finland, but the number of regionally extinct old-growth forest beetles is much greater in the southwestern coastal areas, where human impact on forests has been lengthy, than in the northeastern inland areas, where intensive forestry started only after World War II. Ignoring time delays in population and metapopulation dynamics will lead to an underestimate of the number of effectively endangered species.",NA,NA,"2002","BLACKWELL PUBLISHING INC","2002 JUN","CONSERVATION BIOLOGY","16","3","666","673","10.1046/j.1523-1739.2002.00342.x","0888-8892","WOS:000175832000015","350 MAIN ST, MALDEN, MA 02148 USA","Article","MALDEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Hanski, I et al. (2002) Extinction Debt at Extinction Threshold. <i>Jour</i>. ","selected",NA
"JOUR",NA,"Hundera, Kitessa and Aerts, Raf and Fontaine, Alexandre and Van Mechelen, Maarten and Gijbels, Pieter and Honnay, Olivier and Muys, Bart","Effects of Coffee Management Intensity on Composition, Structure, and Regeneration Status of Ethiopian Moist Evergreen Afromontane Forests","The effect of arabica coffee management intensity on composition, structure, and regeneration of moist evergreen Afromontane forests was studied in three traditional coffee-management systems of southwest Ethiopia: semiplantation coffee, semiforest coffee, and forest coffee. Vegetation and environmental data were collected in 84 plots from forests varying in intensity of coffee management. After controlling for environmental variation (altitude, aspect, slope, soil nutrient availability, and soil depth), differences in woody species composition, forest structure, and regeneration potential among management systems were compared using one way analysis of variance. The study showed that intensification of forest coffee cultivation to maximize coffee production negatively affects diversity and structure of Ethiopian moist evergreen Afromontane forests. Intensification of coffee productivity starts with the conversion of forest coffee to semiforest coffee, which has significant negative effects on tree seedling abundance. Further intensification leads to the conversion of semiforest to semiplantation coffee, causing significant diversity losses and the collapse of forest structure (decrease of stem density, basal area, crown closure, crown cover, and dominant tree height). Our study underlines the need for shade certification schemes to include variables other than canopy cover and that the loss of species diversity in intensively managed coffee systems may jeopardize the sustainability of coffee production itself through the decrease of ecosystem resilience and disruption of ecosystem services related to coffee yield, such as pollination and pest control.",NA,NA,"2013","SPRINGER","2013 MAR","ENVIRONMENTAL MANAGEMENT","51","3","801","809","10.1007/s00267-012-9976-5","0364-152X and 1432-1009","WOS:000315416900022","233 SPRING ST, NEW YORK, NY 10013 USA","Article","NEW YORK",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Hundera, Kitessa et al. (2013) Effects of Coffee Management Intensity on Composition, Structure, and Regeneration Status of Ethiopian Moist Evergreen Afromontane Forests. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Mora, Camilo and Sale, Peter F.","Ongoing global biodiversity loss and the need to move beyond protected areas: a review of the technical and practical shortcomings of protected areas on land and sea","A leading strategy in international efforts to reverse ongoing losses in biodiversity is the use of protected areas. We use a broad range of data and a review of the literature to show that the effectiveness of existing, and the current pace of the establishment of new, protected areas will not be able to overcome current trends of loss of marine and terrestrial biodiversity. Despite local successes of well-designed and well-managed protected areas proving effective in stemming biodiversity loss, there are significant shortcomings in the usual process of implementation of protected areas that preclude relying on them as a global solution to this problem. The shortcomings include technical problems associated with large gaps in the coverage of critical ecological processes related to individual home ranges and propagule dispersal, and the overall failure of such areas to protect against the broad range of threats affecting ecosystems. Practical issues include budget constraints, conflicts with human development, and a growing human population that will increase not only the extent of anthropogenic stressors but the difficulty in successfully enforcing protected areas. While efforts towards improving and increasing the number and/or size of protected areas must continue, there is a clear and urgent need for the development of additional solutions for biodiversity loss, particularly ones that stabilize the size of the world's human population and our ecological demands on biodiversity.",NA,NA,"2011","INTER-RESEARCH","2011","MARINE ECOLOGY PROGRESS SERIES","434",NA,"251","266","10.3354/meps09214","0171-8630 and 1616-1599","WOS:000293532900021","NORDBUNTE 23, D-21385 OLDENDORF LUHE, GERMANY","Review","OLDENDORF LUHE",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Mora, Camilo et al. (2011) Ongoing Global Biodiversity Loss and the Need to Move Beyond Protected Areas: a Review of the Technical and Practical Shortcomings of Protected Areas on Land and Sea. <i>Jour</i>. ","excluded",NA
"JOUR",NA,"Berges, Laurent and Avon, Catherine and Arnaudet, Lucie and Archaux, Frederic and Chauchard, Sandrine and Dupouey, Jean-Luc","Past landscape explains forest periphery-to-core gradient of understorey plant communities in a reforestation context","AimTo disentangle whether long-range periphery-to-core gradient of forest understorey plants could be attributed to past forest landscape and/or to current environmental filtering processes. We investigated (1) whether species response to past land use (ancient versus recent forest) was consistent with species response to distance to present forest edge (core versus periphery) (2) what life-history traits explained plant response to distance to present edge and past land use (3) whether distance to past forest edge explained current species distribution better than distance to present forest edge.LocationTemperate forests in the northern half of France (80,000km(2)).MethodsLocal climate, soil and stand characteristics, past land use, and present and past landscape metrics were collected on 11,936 plots using National Forest Inventory data and historical maps from 1831. Logistic regressions were applied to determine the response patterns of 181 species to present and past landscape, while controlling for local habitat quality (soil, climate and stand).ResultsSpecies response to distance to present edge very well matched response to past land use. Plant traits related to colonization capacity explained species response to present edge and past land use. The spatial distribution of 42 species was better explained by distance to forest edge in 1831, 37 species were better explained by distance to present edge and 24 species were better explained by distance to present edge and past land use.Main conclusionsTwo mechanisms were responsible for the long-range periphery-to-core gradient: (1) past landscape and colonization processes and (2) present edge-related mechanisms. This suggests that plant community differences between periphery and core zones are thus related to dispersal limitation and not only to environmental filters. Our results underline the need to combine landscape ecology and history and have important implications for forest plant dynamics and conservation in the context of climate change.",NA,NA,"2016","WILEY","2016 JAN","DIVERSITY AND DISTRIBUTIONS","22","1","3","16","10.1111/ddi.12384","1366-9516 and 1472-4642","WOS:000369066200002","111 RIVER ST, HOBOKEN 07030-5774, NJ USA","Article","HOBOKEN",NA,NA,NA,NA,"lit_data/01_final_lit_search/lit_search_webofscience.ris",1,"Berges, Laurent et al. (2016) Past Landscape Explains Forest Periphery-to-Core Gradient of Understorey Plant Communities in a Reforestation Context. <i>Jour</i>. ","selected",NA
